PONTOS,Indice,DATA,HORARIO,NOME DA EMBARCACAO,COMPRIMENTO DO TRECHO,DURACAO DO TRECHO,VELOCIDADE,PERCURSO DO TRECHO,LATITUDE,LOGITUDE,MARE,TRAJETO
1167,1167,2013-06-10,13:35:55,MONIQUE,0.001,00:00:06,4.1,339.5° ,-11.092466666666667,-36.99625,1,1.0
1168,1168,2013-06-10,13:36:01,MONIQUE,0.001,00:00:02,0.8,320.9° ,-11.092416666666667,-36.99628333333333,1,1.0
1169,1169,2013-06-10,13:36:03,MONIQUE,0.001,00:00:01,0.0,0.0° ,-11.092416666666667,-36.99628333333333,1,1.0
1170,1170,2013-06-10,13:36:04,MONIQUE,0.005,00:00:01,3.1,356.3° ,-11.092416666666667,-36.99628333333333,1,1.0
1171,1171,2013-06-10,13:36:05,MONIQUE,0.001,00:00:01,4.2,5.0° ,-11.0924,-36.99628333333333,1,1.0
1172,1172,2013-06-10,13:36:06,MONIQUE,0.002,00:00:02,5.0,349.5° ,-11.0924,-36.99628333333333,1,1.0
1173,1173,2013-06-10,13:36:08,MONIQUE,0.005,00:00:07,3.7,348.1° ,-11.092366666666667,-36.99628333333333,1,1.0
1174,1174,2013-06-10,13:36:15,MONIQUE,0.001,00:00:01,2.8,1.4° ,-11.0923,-36.9963,1,1.0
1175,1175,2013-06-10,13:36:16,MONIQUE,0.003,00:00:02,3.2,315.8° ,-11.0923,-36.9963,1,1.0
1176,1176,2013-06-10,13:36:18,MONIQUE,0.001,00:00:04,4.4,338.9° ,-11.092283333333333,-36.9963,1,1.0
1177,1177,2013-06-10,13:36:22,MONIQUE,0.002,00:00:01,3.7,20.4° ,-11.09225,-36.996316666666665,1,1.0
1178,1178,2013-06-10,13:36:23,MONIQUE,0.0,00:00:01,2.9,18.1° ,-11.092233333333333,-36.996316666666665,1,1.0
1179,1179,2013-06-10,13:36:24,MONIQUE,0.001,00:00:01,3.0,340.9° ,-11.092233333333333,-36.996316666666665,1,1.0
1180,1180,2013-06-10,13:36:25,MONIQUE,0.001,00:00:01,3.3,334.9° ,-11.092233333333333,-36.996316666666665,1,1.0
1181,1181,2013-06-10,13:36:26,MONIQUE,0.007,00:00:01,3.2,354.2° ,-11.092216666666667,-36.996316666666665,1,1.0
1182,1182,2013-06-10,13:36:27,MONIQUE,0.004,00:00:02,5.0,328.8° ,-11.092216666666667,-36.996316666666665,1,1.0
1183,1183,2013-06-10,13:36:29,MONIQUE,0.001,00:00:01,5.0,349.4° ,-11.092183333333333,-36.99633333333333,1,1.0
1184,1184,2013-06-10,13:36:30,MONIQUE,0.001,00:00:01,3.8,22.1° ,-11.092183333333333,-36.99633333333333,1,1.0
1185,1185,2013-06-10,13:36:31,MONIQUE,0.001,00:00:01,2.4,26.5° ,-11.092166666666667,-36.99633333333333,1,1.0
1186,1186,2013-06-10,13:36:32,MONIQUE,0.002,00:00:01,1.9,12.8° ,-11.092166666666667,-36.99633333333333,1,1.0
1187,1187,2013-06-10,13:36:33,MONIQUE,0.003,00:00:04,4.2,338.5° ,-11.092166666666667,-36.99633333333333,1,1.0
1188,1188,2013-06-10,13:36:37,MONIQUE,0.003,00:00:01,4.2,332.6° ,-11.092116666666668,-36.99635,1,1.0
1189,1189,2013-06-10,13:36:38,MONIQUE,0.001,00:00:02,3.1,357.9° ,-11.092116666666668,-36.99635,1,1.0
1190,1190,2013-06-10,13:36:40,MONIQUE,0.001,00:00:05,3.5,357.8° ,-11.0921,-36.99635,1,1.0
1191,1191,2013-06-10,13:36:45,MONIQUE,0.005,00:00:01,3.3,341.0° ,-11.09205,-36.99635,1,1.0
1192,1192,2013-06-10,13:36:46,MONIQUE,0.001,00:00:03,3.4,5.8° ,-11.09205,-36.99635,1,1.0
1193,1193,2013-06-10,13:36:49,MONIQUE,0.003,00:00:01,4.2,12.6° ,-11.092016666666666,-36.99635,1,1.0
1194,1194,2013-06-10,13:36:50,MONIQUE,0.001,00:00:02,3.4,341.2° ,-11.092016666666666,-36.99635,1,1.0
1195,1195,2013-06-10,13:36:52,MONIQUE,0.005,00:00:01,1.6,353.0° ,-11.092,-36.99635,1,1.0
1196,1196,2013-06-10,13:36:53,MONIQUE,0.002,00:00:01,2.5,358.5° ,-11.091983333333333,-36.99636666666667,1,1.0
1197,1197,2013-06-10,13:36:54,MONIQUE,0.005,00:00:01,3.7,11.2° ,-11.091983333333333,-36.99636666666667,1,1.0
1198,1198,2013-06-10,13:36:55,MONIQUE,0.01,00:00:07,3.6,356.9° ,-11.091966666666666,-36.99635,1,1.0
1199,1199,2013-06-10,13:37:02,MONIQUE,0.003,00:00:04,3.7,357.5° ,-11.091916666666666,-36.99636666666667,1,1.0
1200,1200,2013-06-10,13:37:06,MONIQUE,0.001,00:00:01,4.0,340.7° ,-11.091866666666666,-36.99636666666667,1,1.0
1201,1201,2013-06-10,13:37:07,MONIQUE,0.002,00:00:01,2.8,345.7° ,-11.091866666666666,-36.99636666666667,1,1.0
1202,1202,2013-06-10,13:37:08,MONIQUE,0.003,00:00:01,3.2,335.5° ,-11.09185,-36.99636666666667,1,1.0
1203,1203,2013-06-10,13:37:09,MONIQUE,0.004,00:00:02,3.2,31.5° ,-11.09185,-36.99636666666667,1,1.0
1204,1204,2013-06-10,13:37:11,MONIQUE,0.001,00:00:03,3.5,345.2° ,-11.091833333333334,-36.99636666666667,1,1.0
1205,1205,2013-06-10,13:37:14,MONIQUE,0.002,00:00:03,4.0,340.1° ,-11.091816666666666,-36.99636666666667,1,1.0
1206,1206,2013-06-10,13:37:17,MONIQUE,0.001,00:00:01,3.0,20.3° ,-11.091783333333334,-36.996383333333334,1,1.0
1207,1207,2013-06-10,13:37:18,MONIQUE,0.001,00:00:01,3.0,0.0° ,-11.091783333333334,-36.996383333333334,1,1.0
1208,1208,2013-06-10,13:37:19,MONIQUE,0.003,00:00:05,3.4,344.7° ,-11.091766666666667,-36.996383333333334,1,1.0
1209,1209,2013-06-10,13:37:24,MONIQUE,0.001,00:00:01,4.0,348.7° ,-11.091733333333334,-36.996383333333334,1,1.0
1210,1210,2013-06-10,13:37:25,MONIQUE,0.002,00:00:03,3.8,0.2° ,-11.091716666666667,-36.996383333333334,1,1.0
1211,1211,2013-06-10,13:37:28,MONIQUE,0.004,00:00:02,2.7,320.6° ,-11.091683333333334,-36.996383333333334,1,1.0
1212,1212,2013-06-10,13:37:30,MONIQUE,0.001,00:00:05,3.7,353.7° ,-11.091683333333334,-36.9964,1,1.0
1213,1213,2013-06-10,13:37:35,MONIQUE,0.002,00:00:02,3.5,342.0° ,-11.091633333333334,-36.9964,1,1.0
1214,1214,2013-06-10,13:37:37,MONIQUE,0.003,00:00:05,3.6,334.1° ,-11.091616666666667,-36.99641666666667,1,1.0
1215,1215,2013-06-10,13:37:42,MONIQUE,0.005,00:00:11,3.3,337.8° ,-11.091583333333332,-36.996433333333336,1,1.0
1216,1216,2013-06-10,13:37:53,MONIQUE,0.001,00:00:04,3.0,355.4° ,-11.0915,-36.99646666666666,1,1.0
1217,1217,2013-06-10,13:37:57,MONIQUE,0.001,00:00:01,5.0,326.9° ,-11.091466666666667,-36.99646666666666,1,1.0
1218,1218,2013-06-10,13:37:58,MONIQUE,0.001,00:00:01,7.0,329.2° ,-11.09145,-36.99646666666666,1,1.0
1219,1219,2013-06-10,13:37:59,MONIQUE,0.001,00:00:03,3.6,357.2° ,-11.091433333333333,-36.99648333333333,1,1.0
1220,1220,2013-06-10,13:38:02,MONIQUE,0.005,00:00:05,2.8,342.4° ,-11.091416666666667,-36.99648333333333,1,1.0
1221,1221,2013-06-10,13:38:07,MONIQUE,0.001,00:00:01,4.1,4.1° ,-11.091383333333333,-36.9965,1,1.0
1222,1222,2013-06-10,13:38:08,MONIQUE,0.006,00:00:02,4.3,334.5° ,-11.091366666666667,-36.9965,1,1.0
1223,1223,2013-06-10,13:38:10,MONIQUE,0.002,00:00:01,4.0,345.2° ,-11.09135,-36.9965,1,1.0
1224,1224,2013-06-10,13:38:11,MONIQUE,0.006,00:00:01,3.3,322.6° ,-11.091333333333333,-36.9965,1,1.0
1225,1225,2013-06-10,13:38:12,MONIQUE,0.006,00:00:03,3.5,2.2° ,-11.091333333333333,-36.996516666666665,1,1.0
1226,1226,2013-06-10,13:38:15,MONIQUE,0.001,00:00:01,3.1,15.4° ,-11.0913,-36.996516666666665,1,1.0
1227,1227,2013-06-10,13:38:16,MONIQUE,0.002,00:00:02,3.1,352.8° ,-11.0913,-36.9965,1,1.0
1228,1228,2013-06-10,13:38:18,MONIQUE,0.009,00:00:03,5.0,322.3° ,-11.091283333333333,-36.996516666666665,1,1.0
1229,1229,2013-06-10,13:38:21,MONIQUE,0.001,00:00:01,2.5,325.3° ,-11.09125,-36.99653333333333,1,1.0
1230,1230,2013-06-10,13:38:22,MONIQUE,0.002,00:00:03,2.8,10.9° ,-11.09125,-36.99653333333333,1,1.0
1231,1231,2013-06-10,13:38:25,MONIQUE,0.002,00:00:02,5.0,347.0° ,-11.091233333333333,-36.99653333333333,1,1.0
1232,1232,2013-06-10,13:38:27,MONIQUE,0.002,00:00:06,3.2,333.7° ,-11.0912,-36.99653333333333,1,1.0
1233,1233,2013-06-10,13:38:33,MONIQUE,0.003,00:00:01,3.8,348.1° ,-11.091166666666666,-36.996566666666666,1,1.0
1234,1234,2013-06-10,13:38:34,MONIQUE,0.001,00:00:01,4.5,333.7° ,-11.09115,-36.996566666666666,1,1.0
1235,1235,2013-06-10,13:38:35,MONIQUE,0.001,00:00:01,4.2,336.9° ,-11.09115,-36.996566666666666,1,1.0
1236,1236,2013-06-10,13:38:36,MONIQUE,0.001,00:00:01,3.2,353.4° ,-11.091133333333334,-36.996566666666666,1,1.0
1237,1237,2013-06-10,13:38:37,MONIQUE,0.001,00:00:05,3.5,336.6° ,-11.091133333333334,-36.996566666666666,1,1.0
1238,1238,2013-06-10,13:38:42,MONIQUE,0.001,00:00:01,3.1,354.0° ,-11.091083333333334,-36.996583333333334,1,1.0
1239,1239,2013-06-10,13:38:43,MONIQUE,0.003,00:00:06,3.4,344.0° ,-11.091083333333334,-36.996583333333334,1,1.0
1240,1240,2013-06-10,13:38:49,MONIQUE,0.001,00:00:02,3.4,358.6° ,-11.091033333333334,-36.9966,1,1.0
1241,1241,2013-06-10,13:38:51,MONIQUE,0.001,00:00:06,3.3,354.1° ,-11.091016666666667,-36.9966,1,1.0
1242,1242,2013-06-10,13:38:57,MONIQUE,0.002,00:00:07,3.3,349.4° ,-11.090966666666667,-36.99661666666667,1,1.0
1243,1243,2013-06-10,13:39:04,MONIQUE,0.003,00:00:01,3.6,353.2° ,-11.0909,-36.99661666666667,1,1.0
1244,1244,2013-06-10,13:39:05,MONIQUE,0.002,00:00:02,3.5,355.6° ,-11.0909,-36.99661666666667,1,1.0
1245,1245,2013-06-10,13:39:07,MONIQUE,0.001,00:00:10,3.3,354.5° ,-11.090883333333334,-36.99661666666667,1,1.0
1246,1246,2013-06-10,13:39:17,MONIQUE,0.001,00:00:02,2.6,2.9° ,-11.0908,-36.996633333333335,1,1.0
1247,1247,2013-06-10,13:39:19,MONIQUE,0.004,00:00:02,4.0,35.4° ,-11.090783333333333,-36.996633333333335,1,1.0
1248,1248,2013-06-10,13:39:21,MONIQUE,0.001,00:00:02,4.4,354.2° ,-11.090766666666667,-36.99661666666667,1,1.0
1249,1249,2013-06-10,13:39:23,MONIQUE,0.001,00:00:01,6.0,335.6° ,-11.09075,-36.99661666666667,1,1.0
1250,1250,2013-06-10,13:39:24,MONIQUE,0.006,00:00:03,3.3,5.1° ,-11.090733333333333,-36.996633333333335,1,1.0
1251,1251,2013-06-10,13:39:27,MONIQUE,0.003,00:00:01,4.3,59.2° ,-11.0907,-36.99661666666667,1,1.0
1252,1252,2013-06-10,13:39:28,MONIQUE,0.001,00:00:01,2.7,42.5° ,-11.0907,-36.99661666666667,1,1.0
1253,1253,2013-06-10,13:39:29,MONIQUE,0.002,00:00:01,3.1,327.3° ,-11.0907,-36.99661666666667,1,1.0
1254,1254,2013-06-10,13:39:30,MONIQUE,0.003,00:00:01,4.1,334.1° ,-11.090683333333333,-36.99661666666667,1,1.0
1255,1255,2013-06-10,13:39:31,MONIQUE,0.003,00:00:01,5.0,346.9° ,-11.090683333333333,-36.99661666666667,1,1.0
1256,1256,2013-06-10,13:39:32,MONIQUE,0.001,00:00:03,3.7,4.4° ,-11.090666666666667,-36.99661666666667,1,1.0
1257,1257,2013-06-10,13:39:35,MONIQUE,0.001,00:00:01,3.0,41.4° ,-11.090633333333333,-36.99661666666667,1,1.0
1258,1258,2013-06-10,13:39:36,MONIQUE,0.001,00:00:01,2.0,29.1° ,-11.090633333333333,-36.99661666666667,1,1.0
1259,1259,2013-06-10,13:39:37,MONIQUE,0.001,00:00:02,3.6,358.4° ,-11.090633333333333,-36.99661666666667,1,1.0
1260,1260,2013-06-10,13:39:39,MONIQUE,0.002,00:00:02,6.0,338.4° ,-11.090616666666667,-36.99661666666667,1,1.0
1261,1261,2013-06-10,13:39:41,MONIQUE,0.003,00:00:02,4.2,2.3° ,-11.090583333333333,-36.99661666666667,1,1.0
1262,1262,2013-06-10,13:39:43,MONIQUE,0.002,00:00:01,3.1,7.3° ,-11.090566666666666,-36.99661666666667,1,1.0
1263,1263,2013-06-10,13:39:44,MONIQUE,0.001,00:00:01,2.8,7.3° ,-11.090566666666666,-36.99661666666667,1,1.0
1264,1264,2013-06-10,13:39:45,MONIQUE,0.001,00:00:04,3.5,338.6° ,-11.09055,-36.99661666666667,1,1.0
1265,1265,2013-06-10,13:39:49,MONIQUE,0.001,00:00:01,2.9,350.8° ,-11.090516666666666,-36.996633333333335,1,1.0
1266,1266,2013-06-10,13:39:50,MONIQUE,0.004,00:00:01,3.3,1.7° ,-11.090516666666666,-36.996633333333335,1,1.0
1267,1267,2013-06-10,13:39:51,MONIQUE,0.001,00:00:06,3.4,0.0° ,-11.0905,-36.996633333333335,1,1.0
1268,1268,2013-06-10,13:39:57,MONIQUE,0.002,00:00:02,5.0,327.0° ,-11.09045,-36.996633333333335,1,1.0
1269,1269,2013-06-10,13:39:59,MONIQUE,0.007,00:00:01,5.0,355.8° ,-11.090433333333333,-36.99665,1,1.0
1270,1270,2013-06-10,13:40:00,MONIQUE,0.002,00:00:02,2.9,15.3° ,-11.090416666666666,-36.99665,1,1.0
1271,1271,2013-06-10,13:40:02,MONIQUE,0.005,00:00:03,3.5,354.7° ,-11.0904,-36.99665,1,1.0
1272,1272,2013-06-10,13:40:05,MONIQUE,0.01,00:00:02,6.0,332.1° ,-11.090383333333333,-36.99665,1,1.0
1273,1273,2013-06-10,13:40:07,MONIQUE,0.001,00:00:01,5.0,318.8° ,-11.09035,-36.99666666666667,1,1.0
1274,1274,2013-06-10,13:40:08,MONIQUE,0.002,00:00:01,2.2,15.4° ,-11.09035,-36.99666666666667,1,1.0
1275,1275,2013-06-10,13:40:09,MONIQUE,0.003,00:00:01,2.9,54.7° ,-11.090333333333334,-36.99666666666667,1,1.0
1276,1276,2013-06-10,13:40:10,MONIQUE,0.006,00:00:01,2.7,29.5° ,-11.090333333333334,-36.99666666666667,1,1.0
1277,1277,2013-06-10,13:40:11,MONIQUE,0.002,00:00:02,4.0,352.6° ,-11.090333333333334,-36.99666666666667,1,1.0
1278,1278,2013-06-10,13:40:13,MONIQUE,0.0,00:00:02,5.0,314.0° ,-11.090316666666666,-36.99666666666667,1,1.0
1279,1279,2013-06-10,13:40:15,MONIQUE,0.002,00:00:02,2.8,352.0° ,-11.0903,-36.99668333333334,1,1.0
1280,1280,2013-06-10,13:40:17,MONIQUE,0.005,00:00:01,2.8,39.6° ,-11.090283333333334,-36.99668333333334,1,1.0
1281,1281,2013-06-10,13:40:18,MONIQUE,0.008,00:00:01,2.7,4.9° ,-11.090266666666666,-36.99668333333334,1,1.0
1282,1282,2013-06-10,13:40:19,MONIQUE,0.001,00:00:01,4.2,350.0° ,-11.090266666666666,-36.99668333333334,1,1.0
1283,1283,2013-06-10,13:40:20,MONIQUE,0.008,00:00:03,4.3,334.6° ,-11.09025,-36.99668333333334,1,1.0
1284,1284,2013-06-10,13:40:23,MONIQUE,0.001,00:00:01,2.9,354.8° ,-11.090233333333334,-36.9967,1,1.0
1285,1285,2013-06-10,13:40:24,MONIQUE,0.001,00:00:02,4.1,353.0° ,-11.090216666666667,-36.9967,1,1.0
1286,1286,2013-06-10,13:40:26,MONIQUE,0.001,00:00:07,3.6,336.1° ,-11.0902,-36.9967,1,1.0
1287,1287,2013-06-10,13:40:33,MONIQUE,0.001,00:00:02,2.9,335.2° ,-11.09015,-36.996716666666664,1,1.0
1288,1288,2013-06-10,13:40:35,MONIQUE,0.001,00:00:05,3.4,335.4° ,-11.090133333333334,-36.99673333333333,1,1.0
1289,1289,2013-06-10,13:40:40,MONIQUE,0.001,00:00:10,3.5,335.3° ,-11.090083333333334,-36.99675,1,1.0
1290,1290,2013-06-10,13:40:50,MONIQUE,0.003,00:00:01,3.9,352.6° ,-11.090016666666667,-36.99678333333333,1,1.0
1291,1291,2013-06-10,13:40:51,MONIQUE,0.001,00:00:02,4.3,315.2° ,-11.09,-36.99678333333333,1,1.0
1292,1292,2013-06-10,13:40:53,MONIQUE,0.003,00:00:03,3.4,332.8° ,-11.089983333333333,-36.9968,1,1.0
1293,1293,2013-06-10,13:40:56,MONIQUE,0.002,00:00:05,4.1,330.7° ,-11.089966666666667,-36.99681666666667,1,1.0
1294,1294,2013-06-10,13:41:01,MONIQUE,0.002,00:00:02,2.8,337.1° ,-11.089916666666667,-36.996833333333335,1,1.0
1295,1295,2013-06-10,13:41:03,MONIQUE,0.001,00:00:01,1.8,353.5° ,-11.0899,-36.99685,1,1.0
1296,1296,2013-06-10,13:41:04,MONIQUE,0.003,00:00:02,3.1,326.3° ,-11.0899,-36.99685,1,1.0
1297,1297,2013-06-10,13:41:06,MONIQUE,0.001,00:00:05,3.7,345.7° ,-11.089883333333333,-36.99685,1,1.0
1298,1298,2013-06-10,13:41:11,MONIQUE,0.002,00:00:08,3.5,340.7° ,-11.08985,-36.99686666666667,1,1.0
1299,1299,2013-06-10,13:41:19,MONIQUE,0.001,00:00:01,3.9,341.3° ,-11.089783333333333,-36.99688333333334,1,1.0
1300,1300,2013-06-10,13:41:20,MONIQUE,0.003,00:00:09,3.1,346.6° ,-11.089766666666666,-36.99688333333334,1,1.0
1301,1301,2013-06-10,13:41:29,MONIQUE,0.001,00:00:01,5.0,314.2° ,-11.0897,-36.9969,1,1.0
1302,1302,2013-06-10,13:41:30,MONIQUE,0.002,00:00:01,5.0,310.7° ,-11.0897,-36.996916666666664,1,1.0
1303,1303,2013-06-10,13:41:31,MONIQUE,0.002,00:00:01,4.2,327.3° ,-11.089683333333333,-36.99693333333333,1,1.0
1304,1304,2013-06-10,13:41:32,MONIQUE,0.004,00:00:01,2.6,349.9° ,-11.089683333333333,-36.99693333333333,1,1.0
1305,1305,2013-06-10,13:41:33,MONIQUE,0.001,00:00:01,2.3,6.6° ,-11.089666666666666,-36.99693333333333,1,1.0
1306,1306,2013-06-10,13:41:34,MONIQUE,0.003,00:00:01,2.8,4.0° ,-11.089666666666666,-36.99693333333333,1,1.0
1307,1307,2013-06-10,13:41:35,MONIQUE,0.003,00:00:03,3.6,332.7° ,-11.08965,-36.99693333333333,1,1.0
1308,1308,2013-06-10,13:41:38,MONIQUE,0.003,00:00:01,2.7,335.4° ,-11.089633333333333,-36.99695,1,1.0
1309,1309,2013-06-10,13:41:39,MONIQUE,0.001,00:00:02,5.0,332.3° ,-11.089633333333333,-36.99695,1,1.0
1310,1310,2013-06-10,13:41:41,MONIQUE,0.001,00:00:01,7.0,352.9° ,-11.0896,-36.996966666666665,1,1.0
1311,1311,2013-06-10,13:41:42,MONIQUE,0.001,00:00:02,3.6,4.5° ,-11.089583333333334,-36.996966666666665,1,1.0
1312,1312,2013-06-10,13:41:44,MONIQUE,0.004,00:00:03,1.5,334.8° ,-11.089566666666666,-36.996966666666665,1,1.0
1313,1313,2013-06-10,13:41:47,MONIQUE,0.001,00:00:02,5.0,325.1° ,-11.08955,-36.996966666666665,1,1.0
1314,1314,2013-06-10,13:41:49,MONIQUE,0.001,00:00:01,4.4,340.7° ,-11.089533333333334,-36.99698333333333,1,1.0
1315,1315,2013-06-10,13:41:50,MONIQUE,0.004,00:00:02,3.5,357.5° ,-11.089533333333334,-36.99698333333333,1,1.0
1316,1316,2013-06-10,13:41:52,MONIQUE,0.003,00:00:02,2.0,356.7° ,-11.089516666666666,-36.99698333333333,1,1.0
1317,1317,2013-06-10,13:41:54,MONIQUE,0.005,00:00:02,5.0,327.4° ,-11.0895,-36.99698333333333,1,1.0
1318,1318,2013-06-10,13:41:56,MONIQUE,0.002,00:00:01,4.0,359.1° ,-11.089483333333334,-36.997,1,1.0
1319,1319,2013-06-10,13:41:57,MONIQUE,0.001,00:00:02,4.0,358.4° ,-11.089466666666667,-36.997,1,1.0
1320,1320,2013-06-10,13:41:59,MONIQUE,0.001,00:00:02,4.2,348.6° ,-11.08945,-36.997,1,1.0
1321,1321,2013-06-10,13:42:01,MONIQUE,0.003,00:00:04,3.4,333.9° ,-11.089433333333334,-36.997,1,1.0
1322,1322,2013-06-10,13:42:05,MONIQUE,0.001,00:00:01,2.2,12.8° ,-11.0894,-36.99701666666667,1,1.0
1323,1323,2013-06-10,13:42:06,MONIQUE,0.009,00:00:03,3.8,345.6° ,-11.0894,-36.99701666666667,1,1.0
1324,1324,2013-06-10,13:42:09,MONIQUE,0.003,00:00:02,5.0,328.6° ,-11.089366666666667,-36.997033333333334,1,1.0
1325,1325,2013-06-10,13:42:11,MONIQUE,0.001,00:00:03,3.1,6.5° ,-11.089333333333334,-36.997033333333334,1,1.0
1326,1326,2013-06-10,13:42:14,MONIQUE,0.001,00:00:01,2.8,60.9° ,-11.089316666666667,-36.997033333333334,1,1.0
1327,1327,2013-06-10,13:42:15,MONIQUE,0.006,00:00:02,2.5,345.5° ,-11.089316666666667,-36.997033333333334,1,1.0
1328,1328,2013-06-10,13:42:17,MONIQUE,0.001,00:00:01,5.0,324.8° ,-11.0893,-36.997033333333334,1,1.0
1329,1329,2013-06-10,13:42:18,MONIQUE,0.001,00:00:04,3.9,339.1° ,-11.0893,-36.99705,1,1.0
1330,1330,2013-06-10,13:42:22,MONIQUE,0.006,00:00:01,3.6,47.1° ,-11.08925,-36.99705,1,1.0
1331,1331,2013-06-10,13:42:23,MONIQUE,0.001,00:00:02,2.5,15.9° ,-11.08925,-36.99705,1,1.0
1332,1332,2013-06-10,13:42:25,MONIQUE,0.001,00:00:03,5.0,331.1° ,-11.089233333333333,-36.99705,1,1.0
1333,1333,2013-06-10,13:42:28,MONIQUE,0.001,00:00:03,3.0,341.9° ,-11.0892,-36.99706666666667,1,1.0
1334,1334,2013-06-10,13:42:31,MONIQUE,0.002,00:00:05,3.7,344.0° ,-11.089183333333333,-36.99706666666667,1,1.0
1335,1335,2013-06-10,13:42:36,MONIQUE,0.006,00:00:01,6.0,332.7° ,-11.089133333333333,-36.997083333333336,1,1.0
1336,1336,2013-06-10,13:42:37,MONIQUE,0.001,00:00:02,2.3,325.8° ,-11.089133333333333,-36.997083333333336,1,1.0
1337,1337,2013-06-10,13:42:39,MONIQUE,0.0,00:00:02,1.1,13.6° ,-11.089116666666667,-36.9971,1,1.0
1338,1338,2013-06-10,13:42:41,MONIQUE,0.0,00:00:02,5.0,350.0° ,-11.089116666666667,-36.9971,1,1.0
1339,1339,2013-06-10,13:42:43,MONIQUE,0.001,00:00:01,5.0,350.4° ,-11.089083333333333,-36.9971,1,1.0
1340,1340,2013-06-10,13:42:44,MONIQUE,0.001,00:00:10,3.3,345.4° ,-11.089083333333333,-36.9971,1,1.0
1341,1341,2013-06-10,13:42:54,MONIQUE,0.001,00:00:02,5.0,328.1° ,-11.089,-36.99711666666666,1,1.0
1342,1342,2013-06-10,13:42:56,MONIQUE,0.005,00:00:01,4.3,322.8° ,-11.088966666666666,-36.99713333333333,1,1.0
1343,1343,2013-06-10,13:42:57,MONIQUE,0.004,00:00:01,2.1,341.3° ,-11.088966666666666,-36.99715,1,1.0
1344,1344,2013-06-10,13:42:58,MONIQUE,0.008,00:00:07,3.0,342.9° ,-11.088966666666666,-36.99715,1,1.0
1345,1345,2013-06-10,13:43:05,MONIQUE,0.002,00:00:01,4.1,305.2° ,-11.088916666666666,-36.997166666666665,1,1.0
1346,1346,2013-06-10,13:43:06,MONIQUE,0.001,00:00:02,2.6,342.3° ,-11.0889,-36.997166666666665,1,1.0
1347,1347,2013-06-10,13:43:08,MONIQUE,0.003,00:00:05,4.1,336.4° ,-11.0889,-36.997166666666665,1,1.0
1348,1348,2013-06-10,13:43:13,MONIQUE,0.003,00:00:01,4.1,323.7° ,-11.08885,-36.9972,1,1.0
1349,1349,2013-06-10,13:43:14,MONIQUE,0.004,00:00:01,2.9,340.6° ,-11.088833333333334,-36.9972,1,1.0
1350,1350,2013-06-10,13:43:15,MONIQUE,0.003,00:00:02,2.0,307.3° ,-11.088833333333334,-36.9972,1,1.0
1351,1351,2013-06-10,13:43:17,MONIQUE,0.001,00:00:02,3.4,346.8° ,-11.088833333333334,-36.99721666666667,1,1.0
1352,1352,2013-06-10,13:43:19,MONIQUE,0.001,00:00:05,5.0,326.5° ,-11.088816666666666,-36.99721666666667,1,1.0
1353,1353,2013-06-10,13:43:24,MONIQUE,0.004,00:00:01,2.8,313.2° ,-11.088766666666666,-36.99725,1,1.0
1354,1354,2013-06-10,13:43:25,MONIQUE,0.003,00:00:01,1.1,0.0° ,-11.08875,-36.99725,1,1.0
1355,1355,2013-06-10,13:43:26,MONIQUE,0.001,00:00:01,0.0,0.0° ,-11.08875,-36.99725,1,1.0
1356,1356,2013-06-10,13:43:27,MONIQUE,0.0,00:00:01,2.7,16.8° ,-11.08875,-36.99725,1,1.0
1357,1357,2013-06-10,13:43:28,MONIQUE,0.002,00:00:01,4.1,344.0° ,-11.08875,-36.99725,1,1.0
1358,1358,2013-06-10,13:43:29,MONIQUE,0.003,00:00:01,5.0,320.9° ,-11.088733333333334,-36.99725,1,1.0
1359,1359,2013-06-10,13:43:30,MONIQUE,0.001,00:00:05,3.7,318.8° ,-11.088733333333334,-36.99726666666667,1,1.0
1360,1360,2013-06-10,13:43:35,MONIQUE,0.001,00:00:04,3.7,340.4° ,-11.0887,-36.9973,1,1.0
1361,1361,2013-06-10,13:43:39,MONIQUE,0.001,00:00:08,3.5,336.2° ,-11.08865,-36.9973,1,1.0
1362,1362,2013-06-10,13:43:47,MONIQUE,0.004,00:00:02,2.7,19.6° ,-11.0886,-36.99733333333333,1,1.0
1363,1363,2013-06-10,13:43:49,MONIQUE,0.002,00:00:01,3.6,313.6° ,-11.088583333333334,-36.99733333333333,1,1.0
1364,1364,2013-06-10,13:43:50,MONIQUE,0.001,00:00:02,5.0,321.7° ,-11.088583333333334,-36.99733333333333,1,1.0
1365,1365,2013-06-10,13:43:52,MONIQUE,0.001,00:00:03,3.2,342.1° ,-11.08855,-36.99735,1,1.0
1366,1366,2013-06-10,13:43:55,MONIQUE,0.002,00:00:04,3.8,1.2° ,-11.088533333333332,-36.99735,1,1.0
1367,1367,2013-06-10,13:43:59,MONIQUE,0.002,00:00:02,5.0,331.2° ,-11.0885,-36.99735,1,1.0
1368,1368,2013-06-10,13:44:01,MONIQUE,0.004,00:00:01,2.9,13.2° ,-11.088483333333333,-36.997366666666665,1,1.0
1369,1369,2013-06-10,13:44:02,MONIQUE,0.005,00:00:02,2.7,15.1° ,-11.088466666666667,-36.997366666666665,1,1.0
1370,1370,2013-06-10,13:44:04,MONIQUE,0.002,00:00:04,3.9,349.1° ,-11.08845,-36.997366666666665,1,1.0
